practice_code,list_size,imd_score,imd_decile,pct_over_65,pct_under_5,pct_5_19
A81040,8518,24.157726247798,6,10.941535571730453,2.1073021836111763,9.01033106362996
A81041,9418,35.67246825054,9,11.462093862815884,2.1979188787428328,8.287322149076237
A81042,15493,44.4887079025634,10,8.774930613825598,2.746401600722907,9.823791389659846
A81044,19004,34.8838701367822,9,10.434645337823616,2.39423279309619,8.435066301831194
A81045,6238,30.3384961979815,8,11.077268355242065,2.0840012824623275,8.111574222507214
A81046,12297,31.4698749498355,8,11.088070261039277,2.455883548833049,8.868016589412052
A81048,7012,17.1087073204043,4,15.644609241300628,1.2977752424415288,7.1948088990302335
A81049,6465,51.9002698838248,10,8.182521268368136,2.4671307037896364,11.152358855375097
A81051,7283,28.418910001495,8,9.089660854043663,2.5264314156254293,9.014142523685294
A81052,10018,29.4223941880342,8,11.119984028748252,2.320822519464963,8.330005989219405
A81053,5859,36.8823205941513,9,12.007168458781361,1.9969278033794162,8.585082778631167
A81054,8527,30.2660548616214,8,11.058989093467808,2.345490793948634,8.045033423243813
A81056,2365,24.1716920991479,6,12.600422832980973,1.9027484143763214,7.99154334038055
A81057,9960,26.1980391246684,7,9.683734939759036,2.4698795180722892,9.282128514056225
A81058,9276,29.3066843760923,8,10.785899094437257,2.6789564467442863,9.610823630875377
A81060,6311,33.1285446180556,9,11.242275392172397,2.321343685628268,8.675328790999842
A81063,5359,37.62924613144,9,10.300429184549357,2.089942153386826,9.078186228774024
A81064,8470,46.1153732037194,10,4.964580873671783,2.7863046044864226,8.140495867768594
A81065,3701,49.1623432645786,10,8.092407457443935,2.458794920291813,10.564712239935153
A81066,5446,16.0813719670711,4,11.228424531766434,2.286081527726772,7.858979067205288
A81067,10965,40.5102659619811,10,7.720018239854081,2.3210214318285454,9.484724122207023
A81070,6179,31.3171107635433,8,7.217996439553326,1.9016022010033986,11.644279009548471
A81602,2199,21.7278763265306,6,14.643019554342883,1.500682128240109,6.957708049113234
A81608,15769,38.9923193048576,9,3.893715517788065,2.961506753757372,9.163548734859534
A81610,7934,23.3312709188912,6,9.579026972523318,2.546004537433829,9.39626922107386
A81611,9429,28.8155197020989,8,9.863188036907413,2.7203308940502704,9.380634213596352
A81612,4055,23.4124490521327,6,11.57829839704069,2.1085080147965476,8.224414303329223
A81618,9987,20.8952369499002,5,14.603985180734956,1.4819265044557925,6.833884049264043
A81621,2761,67.4074078834619,10,5.1068453458891705,3.295907279971025,13.962332488228903
A81622,5650,40.3952235633219,10,8.238938053097344,2.7787610619469025,10.044247787610619
A81629,7206,38.5198491307947,9,7.875381626422426,3.032195392728282,9.29780738273661
A81631,7516,35.4825945626478,9,10.204896221394359,2.248536455561469,9.127195316657797
A81634,3220,59.1517907361456,10,1.5527950310559007,3.4161490683229814,9.06832298136646
A82003,11962,14.5789282592862,3,13.083096472161845,1.7889984952349105,6.896839993312155
A82004,2211,20.101738722644,5,15.128900949796472,1.9448213478064225,5.676164631388512
A82005,5848,12.5832611798287,2,12.765047879616963,1.0345417236662107,4.933310533515732
A82006,5134,15.8849782873377,4,16.127775613556683,1.9185820023373588,6.6322555512271135
A82007,11448,35.3418782536555,9,10.054157931516421,2.3017120894479386,8.41194968553459
A82008,12034,32.3190805721528,8,11.222369951803223,1.9361808210071465,8.401196609606115
A82009,9222,33.3358101706331,9,10.924962047278248,2.282585122533073,8.78876599436131
A82010,6770,26.7395717054264,7,12.06794682422452,2.06794682422452,7.607090103397341
A82012,16739,14.1883125860989,3,15.431029332696099,1.544297747774658,7.127068522611864
A82013,6538,20.568628147482,5,15.379320893239523,1.5524625267665952,7.1352095442031205
A82014,4277,17.6314096385542,4,16.53027823240589,1.5665185877951835,5.30745849894786
A82015,13494,27.8074726618705,7,8.010967837557432,2.2787905735882616,8.37779753964725
A82016,40173,22.7083933960201,6,10.60911557513753,2.339880018918179,8.61523909093172
A82018,13608,23.5269205640985,6,10.321134626690183,2.156819517930629,8.465608465608465
A82020,15508,24.6237100662252,7,10.291462470982719,2.498710343048749,8.863167397472273
A82021,18215,13.4107260768335,3,13.7469118858084,1.740323908866319,7.156189953335163
A82022,5153,14.9383263943441,3,14.506112943916165,1.9794294585678245,7.956530176596158
A82023,6400,23.8847589338598,6,13.328125,2.0546875,7.4296875
A82024,5925,14.4670163588391,3,15.39240506329114,1.5274261603375527,6.9957805907173
A82025,11640,14.3983928466725,3,11.559278350515465,2.0231958762886597,7.474226804123711
A82026,17301,12.5094990254529,2,13.236229119704063,1.9796543552395816,7.540026588058494
A82027,10006,13.5584413325472,3,13.721766939836098,1.6540075954427345,6.656006396162303
A82028,8369,12.6257578529306,2,14.529812402915521,1.338272195005377,6.314971920181622
A82029,3529,18.7093640552995,5,15.698498158118447,1.67186171720034,6.673278549164069
A82030,6553,11.6019872230309,2,15.916374179764993,1.5489088966885396,7.378300015260186
A82031,3314,15.6970581280788,4,14.212432106216053,1.9010259505129752,6.547978273989137
A82032,13835,30.2179211851,8,12.023852547885797,2.0889049512106976,8.543548970003615
A82033,7911,27.2743925256473,7,13.715080267981293,1.8897737327771458,7.792946530147895
A82035,14507,14.8870993436346,3,13.807127593575515,1.7198593782311988,7.317157234438547
A82036,11586,14.9613919064925,3,12.135335750043156,2.162092180217504,7.146556188503366
A82037,4398,24.4071086026616,6,16.552978626648475,1.8872214643019554,5.900409276944066
A82038,4650,15.8925187177281,4,13.086021505376344,1.924731182795699,8.043010752688172
A82039,8799,19.0933979390992,5,11.955904080009091,2.244573246959882,7.546312080918286
A82041,13804,27.7084508150646,7,11.48580121703854,1.7893364242248624,8.153433787308026
A82044,23144,25.9900760982936,7,10.43899066712755,2.2986519184237815,8.477359142758383
A82045,9154,19.0075265375854,5,12.191391741315272,2.124754205811667,8.247760541839632
A82046,4823,12.3060646482636,2,9.983412813601493,1.2336719883889695,6.106157992950446
A82047,33271,30.4045359774599,8,11.017101980703917,2.254215382765772,8.529951008385682
A82053,7477,11.4581838220425,2,19.50648655878026,1.5179884980607194,5.202621372208105
A82055,7220,22.2377409211692,6,13.11634349030471,1.8628808864265929,8.414127423822714
A82062,6361,37.8148508474576,9,10.242100298695174,2.5074673793428706,8.025467693758843
A82064,6213,21.9488896117097,6,13.866087236439723,1.907291163689039,6.735876388218252
A82068,4726,15.3760381080475,3,12.029200169276344,2.0947947524333475,7.0884468895471855
A82070,6631,12.4484131372862,2,14.69612426481677,1.244156235861861,6.665661287890213
A82071,4145,27.7260274446494,7,12.18335343787696,1.6405307599517491,7.490952955367913
A82072,7353,33.6302795115332,9,10.172718618251054,2.2575819393444854,8.357133142934856
A82075,7596,28.8676764789534,8,11.078199052132701,2.099789362822538,8.023959978936283
A82608,4683,15.4573287318671,3,12.299807815502882,1.4840913944052958,13.687806961349562
A82613,1048,13.9375894941634,3,15.601145038167939,2.099236641221374,6.059160305343512
A82617,2784,14.2411085209003,3,14.888649425287356,1.8498563218390804,7.327586206896552
A82620,976,17.7705661764706,4,11.936475409836065,1.3319672131147542,5.993852459016393
A82629,3057,38.5631691312384,9,11.44913313706248,1.7991494929669611,6.62414131501472
A82631,3760,14.8144722307456,3,13.882978723404255,1.7420212765957446,6.9813829787234045
A82646,3853,31.1449816807211,8,13.301323643913834,2.2060731897222943,7.513625746171814
A82647,3269,11.5484988897113,2,16.396451514224534,1.4224533496482104,5.521566228204343
A82650,2943,15.5593969109195,4,15.579340808698607,1.291199456337071,5.742439687393816
A82651,4961,13.8025966360856,3,14.351945172344285,1.7939931465430357,6.823221124773231
A82654,7864,24.9438946472975,7,10.172939979654121,2.3524923702950153,7.578840284842319
A83001,15725,26.4540396039604,7,10.133545310015899,2.70906200317965,8.48966613672496
A83003,9166,34.8375972688848,9,11.689941086624481,1.8328605716779403,8.455160375300022
A83005,12152,25.958373747495,7,11.298551678736011,2.378209348255431,8.591178406846609
A83006,8640,26.4010175613401,7,9.340277777777779,2.511574074074074,8.721064814814815
A83007,10266,40.223117454003,10,11.898499902591077,2.0261055912721604,7.739138905123709
A83008,5380,42.4418082863892,10,10.566914498141264,2.3513011152416357,8.856877323420074
A83009,7721,20.2981154631743,5,12.8739800543971,1.4894443724906101,7.388939256572983
A83010,13239,22.6926761719594,6,12.255457360827856,1.8505929450864869,7.791373970843719
A83011,32664,10.9044100978401,2,4.782023022287533,0.701077638990938,7.681239284839579
A83012,15610,38.713633618022,9,10.409993593850096,2.081998718770019,8.878923766816143
A83013,13353,34.0324891022315,9,8.04688085074515,2.7447015651913427,9.675728300756385
A83014,6258,18.4533733217843,5,11.736976669862576,1.9415148609779482,7.989773090444231
A83015,9709,32.1734991571641,8,12.457513647131528,2.1062931300854877,7.765990318261407
A83016,10795,32.2090129106936,8,11.59333024548402,2.1537748957850855,8.452987494210282
A83018,16811,22.6742787489976,6,11.786925227529593,1.5674260900600796,8.036404734994944
A83020,13510,29.7461858143347,8,12.050333086602517,2.242783123612139,8.397483345669874
A83021,15940,32.0058441324943,8,10.33249686323714,2.3902132998745294,8.886449184441656
A83022,26641,25.428326359492,7,10.840433917645734,2.21838519575091,8.331143725836117
A83023,12518,33.771525,9,9.678063588432657,2.3725834797891037,9.082920594344145
A83024,5487,26.9589578066584,7,13.067249863313286,2.041188263167487,7.590668853654091
A83025,13713,35.8813161135306,9,10.533800043754102,2.2095821483264055,8.327864070589952
A83026,10730,23.9860894587452,6,9.967381174277726,2.2506989748369057,8.401677539608574
A83027,7641,19.0139904776772,5,9.219997382541552,2.643633032325612,7.728046067268682
A83028,9379,20.1582947886145,5,13.02910758076554,1.8285531506557202,7.138287663930057
A83029,5244,16.0117541514783,4,12.6906941266209,1.9355453852021358,7.665903890160183
A83030,14514,21.1177036017435,5,8.726057599559047,2.277111754168389,8.932754581783106
A83031,11719,17.3615468523354,4,12.658929942827886,2.188753306596126,7.705435617373496
A83032,2613,25.4468960934354,7,15.250669728281668,1.6647531572904708,6.563337160352086
A83033,10130,26.012258438231,7,10.641658440276407,2.5913129318854886,7.867719644619941
A83034,11482,25.6613615847048,7,9.562793938338269,2.495209893746734,9.127329733495907
A83035,7185,19.4549919073531,5,16.096033402922757,1.231732776617954,6.450939457202505
A83036,10357,9.70986058718861,1,15.491937819831998,1.5110553249010332,7.893212320169933
A83037,13008,24.8789576319954,7,12.619157441574416,1.9103628536285362,7.9527982779827795
A83038,6202,18.4868978230337,5,9.722670106417285,2.386326991293131,8.747178329571106
A83040,12280,33.8197803941216,9,8.884364820846905,2.48371335504886,8.623778501628664
A83041,7338,31.7202370134184,8,11.195148541837012,2.187244480784955,8.149359498500955
A83043,2700,19.2234043494287,5,17.185185185185187,1.0185185185185186,6.037037037037037
A83044,8291,43.3022100635737,10,10.08925340730913,2.5328669641780244,8.25594017609456
A83045,14904,34.0068141434263,9,11.174852388620504,2.187332259796028,7.930756843800322
A83046,10983,15.1141874232839,3,15.255394700901393,1.770918692524811,7.288536829645817
A83047,15031,30.0275925026969,8,9.483733617191138,2.408356064134123,8.346084758166455
A83048,6237,11.6867727030389,2,13.019079685746352,1.6835016835016836,7.968574635241302
A83049,16301,20.393225531605,5,9.76627200785228,2.3434145144469665,8.481074780688301
A83050,12652,19.2427999036454,5,11.259089472020234,1.8337021814732848,8.129149541574455
A83051,11425,28.4675643554782,8,10.726477024070022,2.3282275711159737,8.608315098468271
A83052,8640,27.0683472560622,7,12.262731481481481,2.181712962962963,7.96875
A83054,16813,20.8183085773382,5,11.613037530482364,2.2006780467495393,8.285255457086778
A83055,5067,12.1574260368664,2,13.558318531675548,1.9735543714229327,7.963291888691534
A83057,18254,41.9392298390847,10,10.20598225046565,2.4022132135422374,8.532376465432234
A83060,2888,22.0554873524452,6,13.348337950138504,1.835180055401662,6.9944598337950135
A83061,3672,13.7635522951772,3,14.596949891067538,1.2391067538126361,6.958061002178649
A83066,12702,32.2850377340824,8,8.876554873248308,2.814517398834829,9.34892142969611
A83070,5906,10.9233940647482,2,13.740264138164578,1.9217744666440908,7.678631899762953
A83071,4674,27.8080085140888,7,9.617030380830125,2.3320496362858365,8.68635002139495
A83072,4182,13.6341305996682,3,14.167862266857963,1.7814442850310857,8.225729316116691
A83073,5281,33.5045569546687,9,12.23253171747775,2.016663510698731,8.199204696080288
A83074,12039,29.624191124818,8,9.593820084724644,2.641415399950162,9.298945095107568
A83075,8317,29.3045467091295,8,11.073704460743057,1.8876998917879042,8.224119273776601
A83610,3533,34.242769703173,9,9.000849136711011,2.320973676761959,9.029153693744693
A83616,8625,39.5707418191188,10,9.478260869565217,2.4695652173913043,8.631884057971014
A83617,2652,22.2600510865421,6,11.44419306184012,1.6214177978883861,7.541478129713424
A83618,7699,24.4442419003539,6,11.507988050396156,2.2145733212105467,8.098454344720093
A83619,3389,41.5638028034406,10,8.645618176453231,2.4786072587784007,9.147241074063146
A83622,1735,25.9540006116208,7,12.363112391930835,1.38328530259366,8.645533141210375
A83626,2285,32.2496749877631,8,11.838074398249454,2.166301969365427,8.271334792122538
A83627,6635,35.4403927272727,9,7.528259231348907,2.825923134890731,9.74378296910324
A83634,2766,37.3133760901163,9,11.85827910339841,2.458423716558207,8.11641359363702
A83635,4573,20.121897810219,5,7.23813689044391,2.9521102121145857,9.337415263503171
A83636,5811,25.8918775954454,7,10.333849595594563,2.194114610221993,8.767854069867493
A83637,4132,29.121662078785,8,11.665053242981607,1.803000968054211,8.010648596321394
A83641,4854,38.1031091821795,9,6.994231561598681,2.1631644004944377,9.291306139266585
A83644,3584,33.3359410437236,9,10.714285714285714,1.9252232142857142,8.314732142857142
A84002,6137,16.6389494897077,4,19.138015316930097,1.1976535766661236,5.800879908750204
A84005,12786,23.5460501562104,6,11.164554982011575,2.1938057250117318,8.282496480525575
A84006,18915,15.0150333750068,3,15.84456780333069,1.6441977266719534,6.743325403119218
A84007,10758,8.73982469160566,1,14.38464398587098,2.0821714073247817,7.492098903141848
A84008,4496,21.4577512837687,6,18.794483985765126,1.290035587188612,4.959964412811388
A84009,27010,36.9309406202144,9,10.292484265087005,2.5064790818215474,8.917067752684192
A84011,8657,8.85348354127953,1,13.474644796118747,2.038812521658773,8.38050132840476
A84013,6309,30.4173648192771,8,11.071485179901728,2.2032017752417183,7.972737359327944
A84014,13826,34.4427103903331,9,10.874439461883409,2.5350788369738173,8.201938376970924
A84016,6887,13.3991811403509,3,10.737621605924206,1.8876143458690287,8.5959053288805
A84018,7303,10.3435074477227,2,17.451732164863756,1.608927837874846,6.935505956456251
A84020,8071,26.6920495938961,7,13.083880560029735,2.0009912030727297,7.4154379878577625
A84022,12170,23.8652982678496,6,15.230073952341824,1.6803615447822515,6.783073130649138
A84024,10414,13.2743204368175,3,15.195890147877856,1.6516228154407528,7.13462646437488
A84025,5433,24.9446094394064,7,12.985459230627646,2.0246640898214614,7.96981409902448
A84026,9179,22.3530797831139,6,14.963503649635037,1.5579039111014272,7.304717289465083
A84027,3437,17.8658021390374,4,15.81320919406459,1.5129473377945883,6.648239743962758
A84028,19779,33.0641332406893,9,11.0319025228778,2.0855452752919765,8.238535820820061
A84029,4631,19.5452845345345,5,15.363852299719284,1.7382854675016195,6.812783416108831
A84030,11388,21.409926337141,6,12.684404636459432,2.173340358271865,7.301545486476994
A84031,10831,13.9073800168103,3,14.920136644815807,1.8834825962515003,6.804542516849783
A84033,5858,13.2687806728232,3,15.099009900990099,1.4510071696824856,7.289177193581427
A84034,5576,20.4278477755941,5,16.04196556671449,1.6678622668579628,7.012195121951219
A84035,5937,12.1672232142857,2,14.215933973387232,1.9201616978271854,7.444837459996632
A84036,49570,25.292603435518,7,11.50494250554771,2.1646156949768005,8.355860399435143
A84037,6017,22.4509500670241,6,12.780455376433439,1.969419976732591,6.888815024098388
A84038,9083,21.0783887580468,5,12.171088847297149,2.543212594957613,7.8553341407024115
A84039,7190,14.3032868079046,3,13.88038942976356,2.1627260083449236,7.093184979137691
A84040,3402,14.1574706530725,3,16.534391534391535,1.3962375073486184,6.643151087595532
A84042,2166,16.1962767083734,4,16.13573407202216,1.3157894736842106,5.77100646352724
A84044,7166,22.6166053261942,6,14.63159363661736,1.8001674574379012,7.319285514931622
A84045,5268,16.4104049125419,4,15.793470007593015,1.4331814730447987,6.577448747152619
A84047,5401,10.1002446336047,1,14.728753934456583,1.2682836511757083,7.415293464173301
A84604,4900,19.8453731684982,5,18.244897959183675,1.489795918367347,5.755102040816326
A84614,2197,15.9067657935285,4,10.764679107874374,1.7523896222121074,8.511606736458807
A84619,4315,20.6580713522181,5,11.68018539976825,2.514484356894554,7.288528389339513
A85001,7484,21.0107536079769,5,10.455638695884554,2.077765900587921,8.19748797434527
A85002,3836,33.3533740749582,9,11.639728884254431,1.4989572471324295,7.129822732012513
A85004,10157,32.9286579169401,9,11.02195530176233,2.067539627842867,8.752584424534804
A85005,17891,35.4845499428136,9,8.708289083896931,2.4202112794142305,8.11581241965234
A85006,14550,25.5058145047298,7,8.958762886597938,2.1305841924398625,7.975945017182131
A85007,8702,20.7589672449351,5,11.238795679154217,2.068490002298322,7.820041369800046
A85008,15311,25.6241092828314,7,11.602769250865391,1.962641238325387,8.402455750767421
A85009,6439,38.1433250883392,9,9.489051094890511,2.2674328311849665,7.990371175648392
A85010,11503,21.4874340576497,6,11.049291489176737,2.0038250891071896,8.110927584108493
A85011,7255,40.6666909829007,10,10.592694693314956,2.0813232253618192,9.138525155065473
A85013,3835,35.6601022964509,9,9.139504563233377,1.9165580182529336,6.440677966101695
A85014,20303,14.5037642980936,3,11.417031965719351,2.233660050238881,7.816578830714673
A85016,12161,36.3515404361027,9,9.625030836279912,2.6683660883151057,8.580708823287559
A85017,8348,33.7764893583227,9,5.294681360804983,4.180642069956876,15.812170579779588
A85018,4773,25.2756461209411,7,11.774565262937356,1.9484600879949716,8.43285145610727
A85019,10576,36.9040911982041,9,8.353819969742814,2.009266263237519,7.67303328290469
A85020,15603,15.2735080635001,3,14.711914375440621,1.8618214445939882,7.408831634941999
A85021,4563,35.5265894974591,9,3.9447731755424065,1.9943019943019944,8.31689677843524
A85024,2575,35.8961502403846,9,12.03883495145631,2.466019417475728,6.815533980582524
A85026,5723,33.018880927512,9,8.203739297571204,2.455006115673598,8.797833304211078
A85611,5547,24.0745663137632,6,8.950784207679828,2.1453037678024156,8.283756985758068
A85614,8224,35.4365008434864,9,5.186040856031128,1.9820038910505837,6.572227626459144
A85616,4928,20.1272020935697,5,12.520292207792208,1.937905844155844,7.305194805194805
A85617,3842,16.0124825704759,4,9.851639770952628,2.407600208224883,8.966684018740239
A86003,42436,25.9655884642224,7,3.2943727024224714,1.0828070506174003,4.811952116127816
A86004,14734,42.3899910223178,10,5.551784987104656,3.060947468440342,10.292520700420795
A86005,6012,25.4389387485554,7,8.57451763140386,2.5615435795076515,8.441450432468397
A86006,5839,13.8801355365763,3,11.662955985613975,2.2777872923445797,6.867614317520124
A86008,13263,22.2817386910871,6,8.923320515720425,2.408957249491065,9.149513684686722
A86010,10720,18.1802188480615,4,6.208022388059701,1.921641791044776,6.604477611940299
A86011,10710,51.6543894851737,10,9.197012138188608,2.4276377217553686,9.211017740429504
A86012,12455,40.0956251160871,10,4.869530309112806,2.9144921718185466,10.317141710156564
A86013,7450,35.9657039827772,9,10.906040268456376,2.51006711409396,9.228187919463087
A86016,9499,15.9451397999785,4,10.085272133908832,2.437098641962312,7.64290977997684
A86017,11639,49.0654229536848,10,7.019503393762351,2.3240828249849645,8.707792765701521
A86018,13231,11.3101042434701,2,12.368679616053209,1.9272919658378052,7.656261809387045
A86020,27385,9.07096721936345,1,8.312945042906701,1.9061530034690524,6.468869819244111
A86021,10082,37.9635453596409,9,9.998016266613767,2.7325927395358063,9.006149573497321
A86022,8438,20.7508969655013,5,12.60369755866319,2.156909220194359,8.218772220905429
A86023,10396,34.6208098290598,9,8.642747210465563,2.2604848018468644,7.272027702962678
A86024,7160,39.5917472895195,10,6.459497206703911,2.1997206703910615,7.63268156424581
A86025,13800,40.5088591905565,10,7.931159420289855,2.746376811594203,10.48913043478261
A86026,7440,29.3357256228853,8,10.510752688172044,2.567204301075269,8.790322580645162
A86027,21476,23.1111947394727,6,0.6006705159247532,0.4027751909107841,4.134848202644813
A86028,7577,18.274168292073,4,8.928335752936519,2.4020060710043554,8.473010426290088
A86029,20457,38.5452412590896,9,5.829300483941927,1.4518257809062913,7.906828958302781
A86030,10791,40.5029575463372,10,8.076174589936057,2.650356778797146,9.994439810953573
A86031,10824,34.6004210246599,9,6.25,2.836289726533629,10.218033998521804
A86033,8264,9.32736712184874,1,6.116892545982575,3.7633107454017427,11.562197483059052
A86037,8373,51.8074785939612,10,4.60408455750627,2.681237310402484,9.536605756598592
A86038,6189,32.0138159070599,8,10.21974470835353,2.383260623687187,7.8768783325254486
A86040,6642,58.8488100591716,10,6.3760915386931645,2.965974104185486,11.397169527250828
A86041,6683,16.8660846257586,4,9.42690408499177,2.670956157414335,8.22983689959599
A86601,9045,31.7798158400181,8,9.806522940851298,2.3935876174682145,8.479823106688778
A87002,21554,29.926286716792,8,12.19959172311404,1.8604435371624757,7.219077665398534
A87004,24530,27.8773405338098,7,11.080309824704443,2.1116999592335914,8.01875254790053
A87005,13673,13.3463563009256,3,13.563226797337819,1.9161851824764133,7.8878080889343964
A87007,17813,17.500687533536,4,10.36041093583338,2.2455510020771348,8.52747993038792
A87008,8876,10.8563440137131,2,9.72848129788193,2.2307345651194233,10.41572780531771
A87009,15458,21.7710997244456,6,10.392676931038944,2.0410143614956655,8.241687152283607
A87011,6374,9.98952266288952,1,13.092249764668967,1.4041418261688108,8.824913711954816
A87012,7522,21.4600871493803,6,11.858548258441903,2.4793937782504654,7.856952938048392
A87013,9311,32.5217042180537,8,10.149285790999892,2.1211470303941575,8.919557512619482
A87016,12798,28.1096132502831,7,9.282700421940929,2.320675105485232,8.059853102047194
A87017,6663,15.5660248319642,4,12.554404922707489,2.896593126219421,7.188953924658562
A87020,13297,10.092270488182,1,12.344889824772505,1.579303602316312,8.204858238700458
A87022,9577,20.890336967173,5,6.625247989975984,3.075075702203195,9.376631512999895
A87029,21023,29.8357470876429,8,9.530038529229891,2.4211577795747514,8.198163915711364
A87030,6256,44.0118806240929,10,6.050191815856778,2.4696291560102304,10.773657289002557
A87612,6511,18.5801139307897,5,10.259560743357396,2.288434956227922,8.854246659499308
A87615,5473,18.3594395582725,4,9.428101589621779,2.494061757719715,9.117485839576101
A88001,3636,30.3988817959682,8,10.382288228822881,2.392739273927393,8.030803080308031
A88002,16874,35.7163623773803,9,10.510252459405002,2.1867962545928648,8.335308759037572
A88003,22830,28.8749697981597,8,11.184844502847131,2.133158125273763,7.518615856329391
A88004,9005,33.7597173235957,9,9.966685174902832,2.098833981121599,8.728484175458078
A88005,4430,38.8102118587608,9,9.616252821670429,2.5169300225733635,9.108352144469526
A88006,7816,38.5013199052133,9,11.271750255885364,2.072671443193449,8.63613101330604
A88008,6398,37.7564857408555,9,10.714285714285714,2.172553923100969,6.892778993435448
A88009,6011,20.400254493279,5,12.260855098985195,1.9297953751455665,7.744135751122942
A88010,3470,33.4981489018088,9,11.469740634005763,2.4495677233429394,7.23342939481268
A88012,6037,32.0606872023352,8,10.717243664071558,2.368726188504224,8.497598144773894
A88013,19163,32.0165478556094,8,9.518342639461462,2.361321296247978,9.346135782497521
A88014,2872,38.1579910714286,9,6.685236768802229,2.1935933147632314,6.667827298050139
A88015,7434,37.6722497348083,9,9.268227064837234,2.562550443906376,7.949959644874899
A88016,8297,19.515949514073,5,11.534289502229722,2.151380016873569,8.509099674581174
A88022,11133,30.2899360593305,8,8.160423964789365,2.690200305398365,9.390999730530854
A88023,5345,16.6039119130772,4,13.068288119738073,2.0112254443405053,7.876520112254443
A88025,4362,35.2425039767216,9,13.227877120586887,1.3525905547913801,7.714351215038973
A88601,4374,29.9929620481928,8,11.225422953818015,2.0919067215363514,6.732967535436671
A88608,5948,33.8023251231527,9,10.86079354404842,2.093140551445864,7.784129119031607
A88613,4249,35.8815375592713,9,10.567192280536597,2.494704636385032,8.578489056248529
A89001,13522,39.2775394305687,9,9.73228812305872,2.444165064339595,8.830054725632303
A89002,6971,44.4421889632107,10,7.344713814373835,2.108736192798738,6.935877205565916
A89004,11840,36.0494366909026,9,11.49070945945946,2.4408783783783785,8.074324324324325
A89005,5797,32.3040371423494,8,12.040710712437468,2.1045368293945144,8.073141279972399
A89006,7996,34.8246685882826,9,7.472486243121561,2.469984992496248,8.923211605802901
A89007,10045,31.6054790261074,8,10.228969636635142,2.0457939273270282,8.183175709308113
A89008,5544,41.3140158953722,10,8.432539682539682,2.732683982683983,8.658008658008658
A89009,9636,24.6931922530206,7,9.806973848069738,2.807181403071814,8.359277708592778
A89010,12250,26.2396171539645,7,12.183673469387756,2.0285714285714285,7.975510204081632
A89011,4815,25.7027985178323,7,10.311526479750778,2.6791277258566977,8.525441329179648
A89012,11553,26.3347942231452,7,10.776421708647105,2.2851207478576994,8.937072621829827
A89013,5662,38.5637784079797,9,10.552808194984104,1.748498763687743,5.501589544330625
A89015,9239,12.9283965222957,2,14.352202619331097,1.6181404913951727,6.494209330014071
